node,degree,total_amount,latest_tx,avgNbrDeg,clustering,pagerank,risk,label
A157,2,521253,31017,6,0,0.207424,2,0
A909,4,6.82166e+006,19101,3.25,0,0.674469,2,0
A353,2,1.00517e+007,30746,1.5,0,1.24873,2,0
A1945,6,6.87188e+006,32602,4.66667,0,2.38407,6,1
A581,3,80581,40057,3.33333,0,2.83195,4,0
A1155,4,225139,32271,2,0,0.428349,2,0
A2310,1,86700,6817,14,0,0.843481,3,0
A2077,3,167063,38658,3,0,1.62247,2,0
A2061,6,1.00666e+007,39780,4.83333,0,0.993848,2,0
A2127,2,95445,32389,2.5,0,1.32162,2,0
A2169,4,251393,34057,3,0,0.734297,2,0
A2188,8,2.45019e+007,36380,3.25,0,1.14512,4,0
A416,5,4.40471e+006,28369,6,0,1.06521,2,0
A2482,3,164689,38198,1.66667,0,0.727404,2,0
A475,14,1.44002e+007,37391,3.5,0,2.12961,4,0
A206,3,1.06903e+007,21374,2.66667,0,0.946287,2,0
A2165,8,8.04895e+006,35946,4.75,0,0.767766,2,0
A2022,3,1.25412e+006,26200,7.66667,0,0.637467,2,0
A242,14,8.03398e+006,30530,3.57143,0,0.71736,2,0
A2339,4,9489,31410,4.5,0,1.05377,2,0
A325,5,4.55099e+006,28744,4.2,0,0.775823,2,0
A1825,3,4.77695e+006,26163,4.33333,0,1.28926,2,0
A1938,3,116916,32429,6.33333,0,1.36116,2,0
A2496,4,237607,37574,7,0,0.888013,2,0
A1893,5,3.74094e+006,36921,5.4,0,1.50402,2,0
A1860,2,180967,21716,3.5,0,2.0125,4,0
A1643,3,161922,20323,2.33333,0,0.603611,2,0
A1302,4,1.00028e+007,33260,4.5,0,0.265091,2,0
A1369,2,173268,13598,3.5,0,0.588532,2,0
A1816,3,2.51396e+006,38259,3,0,0.998437,2,0
A152,5,6.20641e+006,24978,4,0,0.944961,2,0
A1877,10,104794,17998,5.5,0,1.53224,2,0
A1634,1,95175,7925,2,0,0.671296,2,0
A527,5,321920,33244,5,0,0.404876,2,0
A919,3,201482,29818,10.6667,0,1.17179,3,0
A261,3,207124,39637,5.33333,0,0.817058,2,0
A1450,3,120678,19947,3.66667,0,1.73565,2,0
A1512,8,1.52679e+007,37160,3.125,0,1.08331,4,0
A1123,1,10138,7275,0,0,1.37322,2,0
A2151,0,0,0,0,0,1.24381,2,0
A1111,5,7.0444e+006,37307,5.8,0,0.717084,2,0
A503,2,82128,30846,2.5,0,1.04259,2,0
A2430,3,102759,34565,4,0,0.525951,2,0
A1598,4,1.66812e+007,28667,6.25,0,0.25686,2,0
A1474,2,35612,33492,3.5,0,0.49688,2,0
A2323,7,1.51517e+007,37320,3.85714,0,0.529362,4,0
A1721,3,8.03111e+006,23367,3.66667,0,2.29123,4,0
A1120,5,73507,39323,3.8,0,1.04753,2,0
A1253,6,8.93029e+006,34795,4.33333,0,0.631973,2,0
A2148,2,64167,7508,2,0,1,2,0
A727,3,5241,39550,2.66667,0,0.341723,2,0
A2220,13,2.10284e+006,33635,4.15385,0,1.76165,2,0
A162,11,640679,21537,3.90909,0,1.12563,2,0
A123,7,1.52854e+007,37950,4.14286,0,1.70801,2,0
A1847,2,1.41806e+007,21193,8.5,0,0.409353,2,0
A106,3,9400,30552,3,0,0.730076,2,0
A141,3,5.58345e+006,17503,4,0,0.290267,2,0
A692,3,9.31462e+006,39942,4.66667,0,1.07893,2,0
A2449,5,166395,36991,4,0,2.36457,4,0
A975,3,157381,18493,5.33333,0,0.189143,2,0
A2460,3,1.09623e+007,26699,4,0.333333,0.4378,2,0
A880,8,1.60947e+007,32510,4.375,0,1.04298,2,0
A848,3,593978,30311,3,0,0.395548,2,0
A2108,1,44484,7460,5,0,0.48373,2,0
A1715,2,38283,40442,5,0,1.32208,2,0
A2032,2,93053,25849,5.5,0,3.26765,6,1
A1403,3,105206,40147,3,0,3.13312,6,1
A814,5,4.57377e+006,37001,3.6,0,0.850142,2,0
A1103,2,120215,37674,5,0,0.767805,2,0
A994,2,6.6527e+006,16214,3,0,1.5656,2,0
A2284,3,8.33635e+006,30191,4.33333,0,0.584919,2,0
A1717,3,6.69283e+006,23162,4.66667,0,0.884701,2,0
A274,3,67138,37980,3.33333,0,1.33666,2,0
A1645,5,2.17312e+006,33305,5,0,1.54715,2,0
A1478,4,8.20068e+006,44089,4.75,0,0.511207,4,0
A1625,3,1.49197e+007,24620,3.66667,0,1.20244,2,0
A1533,15,210654,38887,2.93333,0,1,2,0
A117,3,68211,40091,7.33333,0,2.51776,4,0
A2205,9,1.82908e+006,38725,3.44444,0,1.07584,2,0
A763,4,1.013e+007,38207,4,0,1.01176,2,0
A2208,4,106900,26288,4.75,0,0.23495,2,0
A1883,3,924870,36670,7.66667,0,1.32584,2,0
A113,4,1.27626e+007,17463,7.25,0,1.10033,2,0
A2081,1,19750,7704,2,0,1.20769,2,0
A580,2,4.75684e+006,15429,3,0,1.46359,2,0
A1033,1,12287,7734,3,0,0.809823,2,0
A518,6,1.01343e+007,18292,3,0,1.2092,2,0
A361,5,1.02128e+007,31950,4.8,0,0.8367,2,0
A335,4,6.79195e+006,32876,4.5,0,0.572948,2,0
A1951,3,177031,35405,5.66667,0,1.78517,2,0
A99,2,4.70039e+006,39311,3.5,0,0.481517,2,0
A20,5,1.70712e+006,37075,3,0,2.18035,4,0
A2382,1,20469,39225,3,0,0.5121,2,0
A1144,4,268431,35376,4.25,0,0.58933,2,0
A1284,6,1.51641e+007,22478,4.66667,0.0666667,2.086,4,0
A1339,2,12864,38053,10.5,0,0.989073,3,0
A1977,7,125510,36143,3.85714,0,0.630877,2,0
A1576,3,147504,38278,4.66667,0,0.818745,2,0
A707,3,251293,25489,3.66667,0,0.715405,2,0
A171,5,406161,34001,4.6,0,1.69407,2,0
A1670,2,176362,9689,5,0,0.821968,2,0
A1200,2,6.40865e+006,31972,8,0,0.860084,2,0
A81,4,221868,38068,4,0,2.03043,4,0
A2117,7,122225,34205,3,0,0.82139,2,0
A1269,4,259310,36923,7.25,0,0.842262,2,0
A2273,5,134110,35043,3.8,0,0.290622,2,0
A1988,5,194086,32385,3.4,0,0.704924,2,0
A2187,5,176699,36524,3.4,0,0.80768,2,0
A227,6,249259,19444,2.66667,0,1.19903,2,0
A1399,9,3.13779e+007,34254,4.77778,0.0277778,0.575258,4,0
A25,3,93424,34958,3,0,0.535673,2,0
A1585,2,197009,15989,5,0,0.440515,2,0
A1663,4,7.1002e+006,38209,5.25,0,1.0026,2,0
A811,2,108486,30110,2.5,0,1.61176,2,0
A623,2,56057,28007,3.5,0,0.37108,2,0
A1646,6,6.42337e+006,35862,3.16667,0,1.72577,2,0
A2027,1,81906,8007,2,0,0.559861,2,0
A996,2,4.70995e+006,13623,1.5,0,0.555851,2,0
A724,5,8.54591e+006,31895,4.2,0,0.890623,2,0
A776,2,185544,23960,3,0,0.256055,2,0
A1994,5,242921,32113,3.4,0,1.12356,2,0
A362,8,1.29768e+007,36481,4.75,0,0.237375,2,0
A2481,5,7.50102e+006,37383,4.6,0,0.750753,2,0
A1467,3,8.10432e+006,34673,3.66667,0,0.421975,2,0
A2470,3,77775,34812,5.66667,0,1.39296,2,0
A612,2,96794,37281,2.5,0,0.571618,2,0
A54,5,2.81945e+006,34009,4.4,0,1.23601,2,0
A1602,2,8.71189e+006,20885,3,0,1.22128,2,0
A1281,3,39248,30913,5.66667,0,0.948688,2,0
A2197,3,255463,37272,4,0,0.408523,2,0
A1108,6,94981,38459,3,0,0.696783,2,0
A799,4,266197,34943,4.25,0,0.298201,2,0
A1263,5,8.03713e+006,28413,2.8,0,0.210205,2,0
A1213,4,16619,39700,4,0,0.246316,2,0
A2467,3,67425,29939,6,0,0.65902,2,0
A1530,5,999948,38921,2,0,0.309683,2,0
A2033,5,2.10972e+007,34765,5,0,1.44893,4,0
A1565,1,21199,8202,4,0,0.623973,2,0
A1292,3,9.34007e+006,38419,2.66667,0,0.707791,2,0
A105,8,5.4825e+006,39975,5,0,0.715701,2,0
A1397,4,7.23241e+006,39600,3,0,0.504187,2,0
A1559,4,3.35379e+006,16004,4.5,0,1.26801,2,0
A142,3,1.42134e+007,21375,3,0,0.426333,2,0
A963,5,9.57327e+006,31361,2.4,0,0.446003,2,0
A200,1,4.26341e+006,25971,2,0,0.838334,2,0
A2150,15,185619,29172,3.73333,0,2.32246,4,0
A1510,2,52153,14867,5,0,1.06599,2,0
A839,6,6.60092e+006,38509,4.33333,0,1.35746,2,0
A2410,3,87662,32552,2.33333,0,0.606751,2,0
A1272,8,2.6047e+007,33918,3.875,0,1.89761,4,0
A1119,4,14137,25541,3.5,0,1.05219,2,0
A654,17,1.0611e+007,39961,5.23529,0,0.499376,4,0
A2059,2,69722,35733,3,0,0.347203,2,0
A562,3,2.23614e+006,33075,8,0,0.690071,2,0
A906,3,1.33616e+006,38356,4,0,0.348601,2,0
A2229,3,609826,29284,4.66667,0,1.77134,2,0
A2048,3,3.75013e+006,36967,4.33333,0,0.57694,2,0
A748,1,83020,9819,1,0,1.2786,2,0
A834,8,3.6283e+006,48856,3.125,0,1.44053,2,0
A557,4,92383,26073,3.75,0,1.72847,2,0
A1946,3,4.41419e+006,39229,3,0,0.928386,2,0
A1382,5,5.66033e+006,34840,2.8,0,3.07306,4,0
A1143,4,7.60669e+006,36047,3.5,0,0.259127,2,0
A956,1,5.67187e+006,14694,4,0,0.984123,2,0
A604,6,6.43841e+006,16488,3.83333,0,0.818202,2,0
A586,4,2.31975e+006,38149,2.75,0,0.654857,2,0
A462,5,438891,32320,4.6,0,0.547693,2,0
A773,3,7.3207e+006,39210,7.33333,0,0.648822,2,0
A218,3,147012,19703,5.33333,0,1.663,2,0
A23,2,6.49052e+006,27620,9,0,1,2,0
A1966,5,336376,47423,4.4,0,1,2,0
A2484,5,2.26909e+006,37740,2.8,0,0.9769,2,0
A63,14,83182,34669,4.28571,0,0.655404,2,0
A1887,3,7.66994e+006,26043,3.33333,0,0.56976,2,0
A1813,5,486782,35919,2.4,0.1,1.04458,2,0
A2365,4,61019,30872,2.25,0,1.25045,2,0
A1880,5,1.24902e+006,33095,3.2,0,0.823561,2,0
A1031,3,4.55957e+006,38983,4.33333,0,1.10054,2,0
A1783,10,1.78674e+007,26462,4.7,0,1.12062,4,0
A2183,3,8.79385e+006,8591,2.66667,0,0.514101,2,0
A710,5,90124,38236,3,0,0.826286,2,0
A2244,4,6.93951e+006,33186,3.75,0,1.28467,2,0
A2358,11,3.67438e+006,40138,6.27273,0,1.16517,2,0
A672,4,200915,30432,4.5,0,1.49433,2,0
A1801,8,89805,38684,3.625,0,2.2509,4,0
A1924,2,181145,21316,3.5,0,0.413938,2,0
A369,1,840052,8750,6,0,0.239338,2,0
A770,7,6.31142e+006,35920,3.28571,0,0.754522,2,0
A1046,2,40162,27465,5.5,0,1.10388,2,0
A1332,3,4.42281e+006,38909,1.33333,0,1.0501,2,0
A1262,3,8.51553e+006,33288,4,0,1.50669,2,0
A1734,6,188363,28308,5.33333,0,0.852171,2,0
A2245,3,9.00212e+006,32690,5,0,0.656629,2,0
A682,6,494523,37476,4.5,0,0.746783,2,0
A1895,3,146933,31922,2.66667,0,0.398257,2,0
A158,2,106313,20818,3.5,0,1,2,0
A451,1,21852,8779,5,0,0.888927,2,0
A1618,5,1.42656e+006,35215,2,0,0.570653,2,0
A603,2,155983,31777,3.5,0,0.628418,2,0
A1338,4,1.02566e+006,25832,5.75,0,1.68476,2,0
A428,2,108718,25442,4,0,0.513716,2,0
A622,5,289790,26874,4,0,0.699253,2,0
A1377,2,157865,39288,4,0,0.483117,2,0
A1756,5,50910,29206,2.8,0,1.20279,2,0
A1065,5,2.62991e+006,37968,3.6,0,1.04261,2,0
A1247,2,48238,34278,5.5,0,0.70018,2,0
A2053,3,84738,39976,3,0,0.728545,2,0
A1085,5,428967,35247,4,0,0.472688,2,0
A2258,3,281056,31117,3.33333,0,0.751792,2,0
A972,1,19418,13878,6,0,1.24819,2,0
A1566,2,81787,16345,3.5,0,0.29453,2,0
A1793,3,289892,19153,4,0,1.88237,2,0
A1421,5,1.48335e+007,34347,5,0,0.37213,2,0
A2035,3,58437,38237,4.33333,0,1.05826,2,0
A2058,13,8.86861e+006,36020,3,0,1.28153,2,0
A942,4,268259,38504,2.75,0,1.27562,2,0
A2497,4,4.85888e+006,38825,3.75,0,0.990186,2,0
A1650,2,115467,12954,6,0,0.36939,2,0
A2190,13,4.45529e+006,28970,4,0,0.710333,2,0
A1447,3,8.21896e+006,30801,4,0,1.0551,2,0
A1303,0,0,0,0,0,1.11235,2,0
A2139,2,4.74204e+006,11367,4,0,0.253667,2,0
A1981,2,2.06888e+006,31278,2.5,0,0.566094,2,0
A561,3,1.10572e+006,23175,3,0,0.398497,2,0
A2237,3,71867,32539,2.66667,0,0.852456,2,0
A949,2,3.0649e+006,16607,3,0,0.706964,2,0
A1922,4,6.20648e+006,38886,3.5,0,1.32871,2,0
A2078,3,5.5558e+006,36703,5,0,0.858897,2,0
A1516,4,3.41639e+006,38937,3.5,0,0.174052,2,0
A2202,7,7.81462e+006,36076,1.57143,0,1.46925,2,0
A651,7,1.41597e+007,31927,3,0,1.93421,2,0
A458,3,1.34525e+006,31284,1,0,0.630692,2,0
A1015,3,1.4881e+006,36367,4.66667,0,0.682795,2,0
A1671,3,269791,18452,6,0,0.235795,2,0
A1771,4,139935,28490,5.5,0,0.83638,2,0
A1761,3,242490,19293,2.66667,0,1,2,0
A2369,2,71310,39787,3.5,0,0.215385,2,0
A598,4,4.37277e+006,36452,6,0,0.526552,2,0
A589,7,1.93887e+006,38330,3.42857,0,0.433333,2,0
A168,6,8.37138e+006,36514,2.83333,0.0666667,1.70895,2,0
A405,5,2.00098e+006,36247,6,0,0.581262,2,0
A1824,9,4.58455e+006,35228,3.44444,0,0.466987,2,0
A2293,5,2.06435e+007,31598,3,0,0.469217,4,0
A1202,14,994040,32238,4.92857,0,0.925725,2,0
A104,3,3.55816e+006,28448,7,0,0.339098,2,0
A768,3,4.57801e+006,35674,4,0,0.383923,2,0
A804,9,1.02312e+007,35985,3.44444,0,1.82013,2,0
A1320,3,2.67736e+006,38003,4.66667,0,1.18842,2,0
A904,5,2.90186e+006,39114,3.4,0,1.0167,2,0
A948,5,30236,39865,3.4,0,0.244047,2,0
A992,7,558700,26344,4,0.047619,1.00144,2,0
A59,7,4.31304e+006,38923,4.71429,0,1.23751,2,0
A415,3,148263,21847,4,0,0.788253,2,0
A868,3,6.07352e+006,33046,7.33333,0,1.03031,2,0
A2131,5,2.10835e+006,22059,4,0,0.851639,2,0
A245,7,3.02555e+007,30721,3,0,0.399118,4,0
A2346,2,118648,31239,0,0,0.77941,2,0
A1448,1,830100,9437,1,0,0.502675,2,0
A2166,4,162717,36812,4,0,1.51074,2,0
A939,2,90262,20279,5.5,0,0.605606,2,0
A2250,0,0,0,0,0,0.519369,2,0
A1271,3,52762,38562,4.66667,0,2.47032,4,0
A2278,3,204864,25076,4,0,1.64907,2,0
A2447,2,28805,36800,3.5,0,0.60405,2,0
A787,2,9.07098e+006,38933,4,0,0.189819,2,0
A466,3,8.12376e+006,19714,3.33333,0,0.766741,2,0
A1162,6,1.29569e+007,37803,2.33333,0,0.817738,2,0
A1616,6,391683,40168,3.66667,0,0.425352,2,0
A549,8,1.05089e+007,40099,3.875,0,0.831852,2,0
A1469,2,148974,30423,3,0,1.30779,2,0
A1929,3,59017,30331,4.33333,0,2.80095,6,1
A1127,4,1.08785e+007,37516,4.25,0,0.778152,2,0
A217,4,7.00695e+006,21190,7.75,0,1.27496,2,0
A1395,4,314343,34311,5,0,1.03806,2,0
A888,7,7.31754e+006,39690,4.42857,0,0.416607,2,0
A1056,7,1.86033e+007,21224,3.57143,0,0.792916,4,0
A2453,3,155359,28919,9.66667,0,0.806041,2,0
A1943,2,2.62536e+006,30329,3.5,0,0.560045,2,0
A2349,2,51016,19304,3,0,0.680172,2,0
A2009,4,312401,39667,4,0,1.45696,2,0
A1205,3,1.87793e+006,39432,4.33333,0,1.06429,2,0
A1630,3,737193,34644,4,0,1.50446,2,0
A1782,1,68742,16440,11,0,0.566566,3,0
A803,4,8.39976e+006,34725,3.25,0,1.91591,2,0
A201,3,705828,20030,4.66667,0.333333,2.20526,4,0
A1028,6,194411,37751,7.66667,0,0.802715,2,0
A1327,2,26656,33948,6.5,0,0.678852,2,0
A2180,3,152397,36243,7,0,0.810108,2,0
A1594,3,4.59145e+006,30723,1.66667,0,0.65859,2,0
A1053,5,1.99103e+006,30395,5.6,0,0.990918,2,0
A78,4,109900,28461,7,0,1,2,0
A631,3,5.11815e+006,19254,3.66667,0,1.58766,2,0
A1871,7,8.91253e+006,39377,4.14286,0,1.47368,2,0
A1100,3,74008,15270,2.33333,0,0.208881,2,0
A2479,2,8.03913e+006,25666,0,0,1.18915,2,0
A1270,0,0,0,0,0,0.477599,2,0
A28,3,6.0879e+006,27846,4.33333,0,0.499293,2,0
A764,7,397547,35629,3.42857,0,0.317014,2,0
A2107,3,220481,39804,1.66667,0,0.604397,2,0
A1257,3,1.77118e+006,34658,5.66667,0,1.35011,2,0
A2130,7,569187,33382,5.57143,0,1.00725,2,0
A687,4,9.42231e+006,23259,3,0,1.07893,2,0
A957,14,113389,37062,3.35714,0,0.692281,2,0
A282,3,65547,21181,4,0,0.793927,2,0
A759,0,0,0,0,0,1.22619,2,0
A380,4,7.63528e+006,21196,6.75,0,1.57874,2,0
A471,1,5000,28057,4,0,0.593637,2,0
A836,7,2.61432e+006,38135,2.85714,0,0.575638,2,0
A357,9,3.45295e+007,22741,3.77778,0,0.474317,4,0
A1488,3,248826,24666,5,0,0.533163,2,0
A239,0,0,0,0,0,0.653099,2,0
A2387,3,2.57567e+006,34889,4,0,1.54512,2,0
A413,1,43585,10096,10,0,0.707902,2,0
A1093,5,1.31123e+007,17819,4.4,0,0.655097,4,0
A1997,2,66521,26577,3,0,0.801758,2,0
A2404,2,174818,24336,5,0,1.66674,2,0
A248,3,2.98415e+006,36981,3.66667,0,1.16858,2,0
A1426,5,872069,39515,3.8,0,0.716953,2,0
A2115,4,216751,28016,8.5,0,1.63094,2,0
A1899,2,66162,13895,6,0,0.582387,2,0
A1010,3,124270,24958,5,0,0.810999,2,0
A895,7,3.38679e+007,34934,7,0,0.585899,4,0
A2016,4,1.62548e+006,38368,6.25,0,0.194886,2,0
A2068,4,2.4687e+006,30502,4,0,0.500021,2,0
A1990,6,1.59429e+007,33484,3.16667,0,0.715503,4,0
A901,3,252024,23690,4.33333,0,1.67562,2,0
A1199,4,7.90527e+006,27918,3.75,0,0.398637,2,0
A1632,4,366134,33574,6.5,0,0.822759,2,0
A703,2,6.13674e+006,23050,4,0,0.540293,2,0
A2395,3,41514,21987,2.66667,0,0.764327,2,0
A1970,3,674547,25369,4,0,0.712008,2,0
A597,3,51632,30343,4,0,1.27847,2,0
A1631,15,1.92549e+006,37825,2.73333,0,1.43516,2,0
A2222,1,276182,23642,5,0,0.649225,2,0
A2223,2,4.437e+006,38937,4.5,0,1,2,0
A12,11,2.31946e+007,36539,4.81818,0,1.6553,2,0
A1379,2,14240,33323,8,0,0.499986,2,0
A220,3,183940,18660,6,0,1.91314,2,0
A1963,1,1078,36359,5,0,1.94218,2,0
A1844,6,1.59713e+006,36762,3.5,0,1.00102,2,0
A1236,2,136855,5398,3.5,0,1.35896,2,0
A675,10,18474,37859,3.2,0.0222222,1.24933,2,0
A632,1,8.24196e+006,10649,10,0,3.21273,6,1
A2100,3,4.86911e+006,36171,3,0,0.917098,2,0
A2231,2,69674,39391,5,0,0.712777,2,0
A953,4,2.87065e+006,36701,3.25,0,1.7622,2,0
A1890,3,2.93328e+006,32025,3.66667,0,1.18856,2,0
A9,3,26390,32548,3.66667,0,1.95815,2,0
A343,4,8.79503e+006,32897,4.75,0,1.09226,2,0
A844,8,2.75125e+007,35615,5.25,0,0.174978,4,0
A1267,2,32328,8981,2.5,0,1.63947,2,0
A1308,2,169191,29927,3,0,0.681108,2,0
A815,5,1.82138e+007,39094,4,0,0.640679,4,0
A2423,6,1.06682e+007,39887,5.16667,0,0.424059,2,0
A92,4,6.35244e+006,17180,2.5,0,0.512444,2,0
A397,5,440818,38900,6.2,0,0.852025,2,0
A2141,9,431855,40132,3.77778,0,0.831746,2,0
A1206,2,20706,19946,3,0,1.47306,2,0
A69,3,1.22547e+006,16605,8.33333,0,0.670492,2,0
A1544,5,368702,30110,3.6,0,1.40771,2,0
A766,4,8849,30481,4.25,0,0.900076,2,0
A1808,6,313944,38097,4.66667,0.0666667,2.0706,4,0
A1076,4,41063,32323,3.25,0,0.661459,2,0
A1192,4,178914,34362,3.5,0,1.88323,2,0
A661,6,1.81448e+007,40158,3,0,0.503888,2,0
A204,2,6.73947e+006,15521,3,0,1.23841,2,0
A2376,6,518465,37039,5.5,0,0.596944,2,0
A146,9,79626,34168,4.22222,0,0.481665,2,0
A922,4,7.95472e+006,34064,2.75,0,1.89942,2,0
A472,3,1.32905e+006,27591,3,0,1.4088,2,0
A1268,5,3.92356e+006,35995,3.8,0,1.37393,2,0
A1422,6,140144,38786,3.16667,0,0.562003,2,0
A241,2,178500,28201,5,0,0.720711,2,0
A1755,2,45225,26477,5,0,0.504122,2,0
A946,2,111140,17714,5.5,0,1.43131,2,0
A1442,5,219853,31373,3.8,0,0.447802,2,0
A126,3,178757,23666,2.33333,0,0.6689,2,0
A937,3,261594,37482,4,0,0.722969,2,0
A1475,5,8.31801e+006,38613,5.2,0,0.531566,2,0
A170,8,3.51282e+006,34598,4,0,0.408029,2,0
A2138,5,1.01062e+007,39168,5,0,0.507572,2,0
A384,4,1.51951e+007,31952,5.75,0,0.772517,2,0
A1087,3,192996,27422,6.33333,0,0.939811,2,0
A1611,3,26056,29758,2.66667,0,1.35479,2,0
A1921,1,16517,33296,4,0,0.58818,2,0
A1613,1,47600,11211,5,0,0.686514,2,0
A1142,7,964639,31531,3.71429,0,0.266976,2,0
A1768,2,52359,30760,4,0,0.956152,2,0
A745,4,127847,14300,2.25,0,0.428354,2,0
A981,10,3.44492e+007,33792,3.6,0,0.520393,4,0
A1233,2,82007,25845,4.5,0,0.230718,2,0
A1745,3,17516,37773,4.33333,0,0.20117,2,0
A1145,6,6.4823e+006,39274,3,0,0.677518,2,0
A929,3,1.57806e+007,31893,6,0,0.513587,2,0
A1443,1,3.93656e+006,11364,1,0,1.11031,2,0
A2290,5,51804,39409,2.8,0,1.22265,2,0
A496,4,67890,25517,5,0,0.987032,2,0
A147,2,6.26296e+006,30491,3,0,0.986576,2,0
A2401,3,5.82999e+006,20838,4,0,0.701105,2,0
A517,2,4.70216e+006,12696,5.5,0,0.314152,2,0
A1869,4,1.35685e+007,29597,3.5,0,1.63711,2,0
A1903,1,11064,11508,6,0,1.19022,2,0
A2023,6,33186,38094,5.66667,0,0.411192,2,0
A1508,6,1.17254e+007,35270,5.33333,0,0.815753,2,0
A1154,17,536166,36864,3.94118,0,0.606919,4,0
A585,1,78787,7878,4,0,0.947467,2,0
A176,2,74271,28709,1.5,0,1.42696,2,0
A504,4,103358,38322,5,0,0.776987,2,0
A1931,5,2.11431e+007,24490,2.8,0,0.440121,4,0
A775,3,274421,31088,2,0.333333,1.39263,2,0
A368,3,7.3781e+006,32295,3.66667,0,1.07406,2,0
A1080,4,716119,38529,4,0,1.34546,2,0
A2350,3,83323,36809,1.33333,0,0.981821,2,0
A442,3,1.93024e+006,38823,4.66667,0,1.93071,2,0
A769,4,179851,31666,3.5,0,1.63994,2,0
A1387,5,2.49649e+007,16044,5.4,0,1.12602,2,0
A1878,2,152992,22266,2.5,0,0.829755,2,0
A578,2,14355,18959,5,0,1,2,0
A1061,2,122073,13320,11.5,0,0.702136,3,0
A1373,2,16793,38778,5,0,0.86854,2,0
A2461,4,3.69388e+006,23142,9.25,0,1.01036,2,0
A1391,2,10891,28243,3,0,1.76576,2,0
A1037,5,120231,34583,5.2,0,0.418315,2,0
A717,0,0,0,0,0,0.597605,2,0
A1313,5,7.02786e+006,32912,3.8,0,0.911935,2,0
A82,6,6.47179e+006,30444,3.83333,0,0.59329,2,0
A793,4,5.05871e+006,36165,3.5,0,1.34229,2,0
A332,4,90891,38796,3,0,1.41809,2,0
A701,1,80641,11869,3,0,0.228252,2,0
A1812,3,4.99734e+006,38600,4.66667,0,1.21618,2,0
A2458,2,139821,25014,2,0,1.10904,2,0
A887,3,8.31838e+006,27145,4,0,1.21972,2,0
A2211,3,75580,37650,4.33333,0,1.16539,2,0
A925,5,1.6906e+007,38640,3.2,0,0.701288,2,0
A1114,3,122482,31848,4.33333,0,0.923199,2,0
A2216,2,33699,37387,2.5,0,1.41622,2,0
A333,2,24694,27643,1.5,0,1.09971,2,0
A144,6,63265,39769,4.5,0,0.893277,2,0
A1109,2,169559,37435,0.5,0,0.777562,2,0
A1461,2,78518,18555,4.5,0,2.14372,4,0
A1091,3,257832,32796,3,0,0.5695,2,0
A1230,5,244796,38866,4,0,2.99357,6,1
A2397,6,4.83477e+006,34935,5.5,0,0.401083,2,0
A286,1,91970,12265,3,0,0.917175,2,0
A2294,3,71266,29514,4,0,1,2,0
A314,3,8.04529e+006,34283,3.66667,0,0.522648,2,0
A2289,4,36724,23842,2.75,0,0.628764,2,0
A1720,3,7.18809e+006,24760,4,0,0.881153,2,0
A2086,4,139960,15931,3.75,0,0.342403,2,0
A1648,6,549551,36638,2.83333,0,0.429174,2,0
A723,1,23130,32608,3,0,0.781226,2,0
A1115,7,2.15237e+007,34117,6.42857,0,1.77283,4,0
A1105,6,7.89317e+006,31406,3.66667,0,0.473027,2,0
A296,3,41729,39991,5,0,0.894433,2,0
A879,3,7.06026e+006,24352,4.66667,0,0.965847,2,0
A249,2,147483,10661,5.5,0,1.0167,2,0
A278,5,154144,24499,3.8,0,1.81963,2,0
A2154,2,27686,27076,4,0,0.19813,2,0
A2390,6,228357,36398,3.5,0,0.583741,2,0
A1944,3,100376,32612,8.66667,0,0.887944,2,0
A1577,3,159403,26540,3.66667,0,1.27206,2,0
A535,3,3.21056e+006,36760,7,0,1.58955,2,0
A1731,2,2.11987e+006,16920,4.5,0,1.36484,2,0
A2105,3,51102,39616,4.33333,0,1.03843,2,0
A161,3,63298,35911,4.33333,0,2.26064,4,0
A1940,7,3.0669e+006,36375,3.42857,0,0.969899,2,0
A1742,3,53209,31681,3,0,1.31878,2,0
A2444,2,1516,28799,3,0,0.322395,2,0
A223,2,26252,10161,3,0,0.78763,2,0
A1460,2,94962,31921,2.5,0,1.28294,2,0
A240,2,43853,36656,4,0,0.911228,2,0
A15,3,8.10409e+006,29113,3,0,1.88778,4,0
A1609,2,69247,49957,4.5,0,0.499357,2,0
A2409,3,2.23874e+006,37187,2.33333,0,1.19059,2,0
A435,2,95657,21398,5,0,0.22977,2,0
A133,4,62556,13834,3.25,0,1.31839,2,0
A29,7,243790,30344,2.42857,0,2.02762,4,0
A746,3,53371,39671,4.66667,0,0.396356,2,0
A272,2,7.4142e+006,35501,3.5,0,0.843739,2,0
A467,4,164793,38452,4.75,0,0.314383,2,0
A182,4,5.3207e+006,40029,3.25,0,0.458732,2,0
A1008,3,9.70059e+006,30108,2,0,1.74414,4,0
A329,5,42440,33651,3.6,0,0.453865,2,0
A173,3,1.57646e+007,25412,5,0,0.808872,2,0
A935,1,2567,12941,1,0,0.543178,2,0
A1600,3,266439,38559,3.33333,0,1,2,0
A514,4,278815,38386,3.5,0,1.11674,2,0
A1910,1,95907,6713,3,0,0.289961,2,0
A344,2,6.05777e+006,16716,5.5,0,0.58741,2,0
A855,6,5.75427e+006,37026,4.33333,0,1.23787,2,0
A484,2,7.92707e+006,27800,4.5,0,1.05128,2,0
A1226,3,245343,31918,6.33333,0,1.57975,2,0
